local_noise,link_noise,p_success,alpha,before_cgcs,before_link_consistency,before_global_stability,after_cgcs,after_link_consistency,after_global_stability,projection_rate,projection_success_rate,effective_cgcs,projection_gain,effective_gain
0.0,0.049999999999999996,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.049999999999999996,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.049999999999999996,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.09999999999999999,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.09999999999999999,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.09999999999999999,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.09999999999999999,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.09999999999999999,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.09999999999999999,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.09999999999999999,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.15,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.15,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.15,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.15,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.15,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.15,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.15,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.9375,0.25,0.1875
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.19999999999999998,1.0,0.25,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,0.9479166666666666,0.20833333333333337,0.15625
0.0,0.19999999999999998,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.19999999999999998,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.19999999999999998,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.19999999999999998,1.0,0.25,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,0.9479166666666666,0.20833333333333337,0.15625
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.19999999999999998,1.0,0.25,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,0.9479166666666666,0.20833333333333337,0.15625
0.0,0.19999999999999998,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.19999999999999998,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.24999999999999997,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.6875,0.75,0.9166666666666666,1.0,1.0,1.0,0.25,1.0,0.9375,0.3125,0.25
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.24999999999999997,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.24999999999999997,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.24999999999999997,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.24999999999999997,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.24999999999999997,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.24999999999999997,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.24999999999999997,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,0.9479166666666666,0.20833333333333337,0.15625
0.0,0.3,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.3,1.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.9375,0.25,0.1875
0.0,0.3,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.3,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.3,1.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.9375,0.25,0.1875
0.0,0.3,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.3,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.9166666666666666,0.33333333333333337,0.25
0.0,0.3,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.3,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.3,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.3,1.0,0.25,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333334,1.0,0.9479166666666666,0.20833333333333337,0.15625
0.0,0.3,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.3,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.3,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.35,1.0,0.25,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.9791666666666666,0.08333333333333337,0.0625
0.0,0.35,1.0,0.25,0.875,0.875,1.0,1.0,1.0,1.0,0.125,1.0,0.96875,0.125,0.09375
0.0,0.35,1.0,0.25,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,0.9895833333333334,0.04166666666666663,0.03125
0.0,0.35,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
0.0,0.35,1.0,0.25,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.9583333333333334,0.16666666666666663,0.125
