local_noise,link_noise,repeat,local_coverage,local_validity,link_consistency,global_stability,cgcs
0.0,0.24999999999999997,13,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.24999999999999997,14,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
0.0,0.24999999999999997,15,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.24999999999999997,16,1.0,1.0,0.7083333333333334,1.0,0.7083333333333334
0.0,0.24999999999999997,17,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
0.0,0.24999999999999997,18,1.0,1.0,0.9583333333333334,1.0,0.9583333333333334
0.0,0.24999999999999997,19,1.0,1.0,0.75,1.0,0.75
0.0,0.24999999999999997,20,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
0.0,0.24999999999999997,21,1.0,1.0,0.9583333333333334,1.0,0.9583333333333334
0.0,0.24999999999999997,22,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.24999999999999997,23,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
0.0,0.24999999999999997,24,1.0,1.0,0.7916666666666666,1.0,0.7916666666666666
0.0,0.3,0,1.0,1.0,0.875,1.0,0.875
0.0,0.3,1,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.3,2,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
0.0,0.3,3,1.0,1.0,0.7916666666666666,1.0,0.7916666666666666
0.0,0.3,4,1.0,1.0,0.9583333333333334,1.0,0.9583333333333334
0.0,0.3,5,1.0,1.0,0.875,1.0,0.875
0.0,0.3,6,1.0,1.0,0.875,1.0,0.875
0.0,0.3,7,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.3,8,1.0,1.0,0.7916666666666666,1.0,0.7916666666666666
0.0,0.3,9,1.0,1.0,0.75,1.0,0.75
0.0,0.3,10,1.0,1.0,0.9166666666666666,1.0,0.9166666666666666
0.0,0.3,11,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
