n_modules,topology,link_noise,cgcs,z,shared_profile,collapse_residual,abs_residual
16,erdos_renyi,0.1,0.6404093733253876,-0.6571612858157133,0.6586224226940828,-0.018213049368695167,0.018213049368695167
16,erdos_renyi,0.105,0.6183290240668678,-0.5476344048464279,0.6335865809037475,-0.015257556836879682,0.015257556836879682
16,erdos_renyi,0.11,0.6085343368092154,-0.4381075238771423,0.6078079992978871,0.0007263375113283344,0.0007263375113283344
16,erdos_renyi,0.115,0.5844635723402479,-0.32858064290785666,0.5814139853738898,0.003049586966358153,0.003049586966358153
16,erdos_renyi,0.12,0.559601766672413,-0.2190537619385713,0.5545455029316545,0.005056263740758515,0.005056263740758515
16,erdos_renyi,0.125,0.5393155606743412,-0.10952688096928564,0.5273543801323209,0.011961180542020222,0.011961180542020222
16,erdos_renyi,0.13,0.5050859519906531,0.0,0.5,0.0050859519906530926,0.0050859519906530926
16,erdos_renyi,0.135,0.4912984405257526,0.10952688096928564,0.47264561986767917,0.018652820658073443,0.018652820658073443
16,erdos_renyi,0.14,0.4660353456174791,0.2190537619385713,0.4454544970683455,0.020580848549133612,0.020580848549133612
16,erdos_renyi,0.145,0.4450615774904105,0.3285806429078563,0.4185860146261102,0.02647556286430025,0.02647556286430025
16,erdos_renyi,0.15,0.4182915448321405,0.43810752387714197,0.3921920007021129,0.026099544130027574,0.026099544130027574
16,erdos_renyi,0.155,0.3931777522269078,0.5476344048464277,0.36641341909625247,0.02676433313065535,0.02676433313065535
16,erdos_renyi,0.16,0.36352810434749766,0.6571612858157133,0.3413775773059172,0.022150527041580437,0.022150527041580437
16,erdos_renyi,0.165,0.3405449672532956,0.766688166784999,0.3171959573349945,0.023349009918301078,0.023349009918301078
16,erdos_renyi,0.17,0.3175310238816759,0.8762150477542846,0.29396272753401076,0.023568296347665163,0.023568296347665163
16,erdos_renyi,0.17500000000000002,0.29183589705251506,0.9857419287235702,0.2717539464031883,0.020081950649326774,0.020081950649326774
16,erdos_renyi,0.18,0.26860385853457486,1.0952688096928553,0.2506274261699203,0.01797643236465457,0.01797643236465457
16,erdos_renyi,0.185,0.23990453416100269,1.2047956906621409,0.23062318863501807,0.009281345525984613,0.009281345525984613
16,erdos_renyi,0.19,0.21854757103849842,1.3143225716314266,0.21176442042577814,0.006783150612720279,0.006783150612720279
16,erdos_renyi,0.195,0.19935090863754154,1.4238494526007122,0.19405882009233655,0.005292088545204993,0.005292088545204993
16,erdos_renyi,0.2,0.1746940052787558,1.533376333569998,0.17750022485297823,-0.0028062195742224183,0.0028062195742224183
16,erdos_renyi,0.20500000000000002,0.1528514130664469,1.6429032145392835,0.16207040870920975,-0.00921899564276285,0.00921899564276285
16,erdos_renyi,0.21,0.13191764189035762,1.7524300955085685,0.14774095404280008,-0.015823312152442454,0.015823312152442454
16,erdos_renyi,0.215,0.11869832771160238,1.861956976477854,0.13447511343511198,-0.0157767857235096,0.0157767857235096
16,erdos_renyi,0.22,0.1026996375213669,1.9714838574471398,0.12222959520505361,-0.019529957683686705,0.019529957683686705
16,erdos_renyi,0.225,0.0868721666127558,2.0810107384164254,0.1109562232684056,-0.02408405665564979,0.02408405665564979
16,erdos_renyi,0.23,0.07078129575181445,2.190537619385711,0.10060343803286664,-0.02982214228105219,0.02982214228105219
16,erdos_renyi,0.23500000000000001,0.05426024811901359,2.300064500354997,0.09111761926426287,-0.036857371145249285,0.036857371145249285
16,erdos_renyi,0.24,0.038989997368257354,2.4095913813242817,0.08244422370227122,-0.04345422633401387,0.04345422633401387
16,erdos_renyi,0.245,0.02996762738304937,2.5191182622935675,0.07452873951348582,-0.04456111213043645,0.04456111213043645
16,erdos_renyi,0.25,0.02419928064640432,2.6286451432628533,0.0673174665348707,-0.04311818588846637,0.04311818588846637
16,erdos_renyi,0.255,0.011326742927900669,2.7381720242321386,0.06075813593007129,-0.04943139300217062,0.04943139300217062
16,erdos_renyi,0.26,0.005891898409633296,2.8476989052014243,0.054800385689593334,-0.04890848727996004,0.04890848727996004
