local_noise,link_noise,before_cgcs,before_link_consistency,before_global_stability,after_cgcs,after_link_consistency,after_global_stability,projection_gain,projection_rate
0.0,0.44999999999999996,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.44999999999999996,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.44999999999999996,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.44999999999999996,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.49999999999999994,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.49999999999999994,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.49999999999999994,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.49999999999999994,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.49999999999999994,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.49999999999999994,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.49999999999999994,0.5347222222222222,0.5833333333333334,0.9166666666666666,1.0,1.0,1.0,0.4652777777777778,0.4166666666666667
0.0,0.49999999999999994,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.49999999999999994,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.49999999999999994,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.49999999999999994,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.49999999999999994,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.49999999999999994,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.49999999999999994,0.9166666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,0.08333333333333337,0.08333333333333333
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.49999999999999994,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.49999999999999994,0.5347222222222222,0.5833333333333334,0.9166666666666666,1.0,1.0,1.0,0.4652777777777778,0.4166666666666667
0.0,0.49999999999999994,0.875,0.875,1.0,1.0,1.0,1.0,0.125,0.125
0.0,0.5499999999999999,0.5555555555555556,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,0.4444444444444444,0.3333333333333333
0.0,0.5499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.5499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.5499999999999999,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.5499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.5499999999999999,0.5729166666666666,0.625,0.9166666666666666,1.0,1.0,1.0,0.42708333333333337,0.375
0.0,0.5499999999999999,0.5,0.6666666666666666,0.75,1.0,1.0,1.0,0.5,0.3333333333333333
0.0,0.5499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.5499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.875,0.875,1.0,1.0,1.0,1.0,0.125,0.125
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.5499999999999999,0.875,0.875,1.0,1.0,1.0,1.0,0.125,0.125
0.0,0.5499999999999999,0.611111111111111,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,0.38888888888888895,0.3333333333333333
0.0,0.5499999999999999,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5
0.0,0.5499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.5499999999999999,0.4375,0.75,0.5833333333333334,1.0,1.0,1.0,0.5625,0.25
0.0,0.5499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.5499999999999999,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.6,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.6,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.6,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6,0.4513888888888889,0.5416666666666666,0.8333333333333334,1.0,1.0,1.0,0.5486111111111112,0.4583333333333333
0.0,0.6,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.6,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.6,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.6,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6,0.49652777777777773,0.5416666666666666,0.9166666666666666,1.0,1.0,1.0,0.5034722222222223,0.4583333333333333
0.0,0.6,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.6,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6499999999999999,0.875,0.875,1.0,1.0,1.0,1.0,0.125,0.125
0.0,0.6499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6499999999999999,0.4583333333333333,0.4583333333333333,1.0,1.0,1.0,1.0,0.5416666666666667,0.5416666666666666
0.0,0.6499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6499999999999999,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5
0.0,0.6499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6499999999999999,0.2673611111111111,0.4583333333333333,0.5833333333333334,1.0,1.0,1.0,0.7326388888888888,0.5416666666666666
0.0,0.6499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6499999999999999,0.7256944444444444,0.7916666666666666,0.9166666666666666,1.0,1.0,1.0,0.2743055555555556,0.20833333333333334
0.0,0.6499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6499999999999999,0.611111111111111,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,0.38888888888888895,0.3333333333333333
0.0,0.6499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6499999999999999,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6499999999999999,0.36111111111111105,0.5416666666666666,0.6666666666666666,1.0,1.0,1.0,0.638888888888889,0.4583333333333333
0.0,0.6499999999999999,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.6499999999999999,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6499999999999999,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.6499999999999999,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.6499999999999999,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5
0.0,0.6499999999999999,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6499999999999999,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.6499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.6499999999999999,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.6499999999999999,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.7,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.7,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.7,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.7,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.7,0.5416666666666666,0.5416666666666666,1.0,1.0,1.0,1.0,0.45833333333333337,0.4583333333333333
0.0,0.7,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.16666666666666663,0.16666666666666666
0.0,0.7,0.611111111111111,0.6666666666666666,0.9166666666666666,1.0,1.0,1.0,0.38888888888888895,0.3333333333333333
0.0,0.7,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.7,0.34722222222222227,0.4166666666666667,0.8333333333333334,1.0,1.0,1.0,0.6527777777777777,0.5833333333333334
0.0,0.7,0.3819444444444444,0.4166666666666667,0.9166666666666666,1.0,1.0,1.0,0.6180555555555556,0.5833333333333334
0.0,0.7,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.7,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.7,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.7,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.7,0.75,0.75,1.0,1.0,1.0,1.0,0.25,0.25
0.0,0.7,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
0.0,0.7,0.5729166666666666,0.625,0.9166666666666666,1.0,1.0,1.0,0.42708333333333337,0.375
0.0,0.7,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,1.0,0.41666666666666663,0.4166666666666667
0.0,0.7,0.7916666666666666,0.7916666666666666,1.0,1.0,1.0,1.0,0.20833333333333337,0.20833333333333334
0.0,0.7,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.7,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333
0.0,0.7,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.7,0.3055555555555555,0.4583333333333333,0.6666666666666666,1.0,1.0,1.0,0.6944444444444444,0.5416666666666666
0.0,0.7,0.625,0.625,1.0,1.0,1.0,1.0,0.375,0.375
0.0,0.7,0.7083333333333334,0.7083333333333334,1.0,1.0,1.0,1.0,0.29166666666666663,0.2916666666666667
