mode,sample_size,trial,signal_rate,unique_lanes_seen
uniform,50,95,0.32,8
constrained,50,95,1.0,8
uniform,50,96,0.24,6
constrained,50,96,1.0,8
uniform,50,97,0.24,8
constrained,50,97,1.0,8
uniform,50,98,0.26,6
constrained,50,98,1.0,8
uniform,50,99,0.28,8
constrained,50,99,1.0,8
uniform,50,100,0.4,6
constrained,50,100,1.0,8
uniform,50,101,0.38,8
constrained,50,101,1.0,8
uniform,50,102,0.36,7
constrained,50,102,1.0,8
uniform,50,103,0.28,8
constrained,50,103,1.0,8
uniform,50,104,0.18,5
constrained,50,104,1.0,8
uniform,50,105,0.16,6
constrained,50,105,1.0,8
uniform,50,106,0.28,8
constrained,50,106,1.0,8
uniform,50,107,0.26,6
constrained,50,107,1.0,8
uniform,50,108,0.32,8
constrained,50,108,1.0,8
uniform,50,109,0.28,8
constrained,50,109,1.0,8
uniform,50,110,0.4,8
constrained,50,110,1.0,8
uniform,50,111,0.36,8
constrained,50,111,1.0,8
uniform,50,112,0.18,3
constrained,50,112,1.0,8
uniform,50,113,0.32,8
constrained,50,113,1.0,8
uniform,50,114,0.36,8
constrained,50,114,1.0,8
uniform,50,115,0.18,5
constrained,50,115,1.0,8
uniform,50,116,0.28,7
constrained,50,116,1.0,8
uniform,50,117,0.26,6
constrained,50,117,1.0,8
uniform,50,118,0.2,7
constrained,50,118,1.0,8
uniform,50,119,0.34,8
constrained,50,119,1.0,8
uniform,50,120,0.16,4
constrained,50,120,1.0,7
uniform,50,121,0.32,7
constrained,50,121,1.0,8
uniform,50,122,0.26,6
constrained,50,122,1.0,8
uniform,50,123,0.28,7
constrained,50,123,1.0,8
uniform,50,124,0.2,6
constrained,50,124,1.0,8
uniform,50,125,0.32,6
constrained,50,125,1.0,8
uniform,50,126,0.3,7
constrained,50,126,1.0,8
uniform,50,127,0.28,6
constrained,50,127,1.0,8
uniform,50,128,0.2,6
constrained,50,128,1.0,8
uniform,50,129,0.18,5
constrained,50,129,1.0,8
uniform,50,130,0.28,7
constrained,50,130,1.0,8
uniform,50,131,0.24,7
constrained,50,131,1.0,8
uniform,50,132,0.34,8
constrained,50,132,1.0,8
uniform,50,133,0.24,7
constrained,50,133,1.0,8
uniform,50,134,0.32,8
constrained,50,134,1.0,8
uniform,50,135,0.28,7
constrained,50,135,1.0,8
uniform,50,136,0.3,7
constrained,50,136,1.0,8
uniform,50,137,0.28,6
constrained,50,137,1.0,8
uniform,50,138,0.24,6
constrained,50,138,1.0,8
uniform,50,139,0.2,7
constrained,50,139,1.0,8
uniform,50,140,0.38,8
constrained,50,140,1.0,8
uniform,50,141,0.36,8
constrained,50,141,1.0,8
uniform,50,142,0.26,7
constrained,50,142,1.0,8
uniform,50,143,0.28,8
constrained,50,143,1.0,8
uniform,50,144,0.34,8
constrained,50,144,1.0,8
uniform,50,145,0.26,6
constrained,50,145,1.0,8
uniform,50,146,0.22,5
constrained,50,146,1.0,7
uniform,50,147,0.18,6
constrained,50,147,1.0,8
uniform,50,148,0.22,6
constrained,50,148,1.0,8
uniform,50,149,0.2,6
constrained,50,149,1.0,8
uniform,50,150,0.18,5
constrained,50,150,1.0,8
uniform,50,151,0.22,6
constrained,50,151,1.0,8
uniform,50,152,0.4,8
constrained,50,152,1.0,8
uniform,50,153,0.24,7
constrained,50,153,1.0,8
uniform,50,154,0.3,8
constrained,50,154,1.0,8
uniform,50,155,0.2,5
constrained,50,155,1.0,8
uniform,50,156,0.32,6
constrained,50,156,1.0,8
uniform,50,157,0.34,7
constrained,50,157,1.0,8
uniform,50,158,0.2,7
constrained,50,158,1.0,8
uniform,50,159,0.2,6
constrained,50,159,1.0,8
uniform,50,160,0.26,5
constrained,50,160,1.0,7
uniform,50,161,0.3,6
constrained,50,161,1.0,8
uniform,50,162,0.2,7
constrained,50,162,1.0,8
uniform,50,163,0.3,7
constrained,50,163,1.0,8
uniform,50,164,0.24,6
constrained,50,164,1.0,8
uniform,50,165,0.22,6
constrained,50,165,1.0,8
uniform,50,166,0.22,6
constrained,50,166,1.0,8
uniform,50,167,0.28,7
constrained,50,167,1.0,8
uniform,50,168,0.26,4
constrained,50,168,1.0,8
uniform,50,169,0.18,6
constrained,50,169,1.0,8
uniform,50,170,0.28,7
constrained,50,170,1.0,8
uniform,50,171,0.3,6
constrained,50,171,1.0,8
uniform,50,172,0.38,8
constrained,50,172,1.0,8
uniform,50,173,0.24,6
constrained,50,173,1.0,8
uniform,50,174,0.24,6
constrained,50,174,1.0,8
uniform,50,175,0.2,6
constrained,50,175,1.0,8
uniform,50,176,0.18,7
constrained,50,176,1.0,8
uniform,50,177,0.3,7
constrained,50,177,1.0,8
uniform,50,178,0.32,6
constrained,50,178,1.0,8
uniform,50,179,0.3,7
constrained,50,179,1.0,8
uniform,50,180,0.32,7
constrained,50,180,1.0,8
uniform,50,181,0.2,4
constrained,50,181,1.0,8
uniform,50,182,0.2,4
constrained,50,182,1.0,8
uniform,50,183,0.2,8
constrained,50,183,1.0,8
uniform,50,184,0.28,5
constrained,50,184,1.0,8
uniform,50,185,0.3,8
constrained,50,185,1.0,8
uniform,50,186,0.38,7
constrained,50,186,1.0,8
uniform,50,187,0.32,5
constrained,50,187,1.0,8
uniform,50,188,0.26,7
constrained,50,188,1.0,8
uniform,50,189,0.28,7
constrained,50,189,1.0,8
uniform,50,190,0.26,6
constrained,50,190,1.0,8
uniform,50,191,0.38,7
constrained,50,191,1.0,8
uniform,50,192,0.36,8
constrained,50,192,1.0,8
uniform,50,193,0.18,5
constrained,50,193,1.0,8
uniform,50,194,0.34,8
constrained,50,194,1.0,8
uniform,50,195,0.28,7
constrained,50,195,1.0,8
uniform,50,196,0.24,7
constrained,50,196,1.0,8
uniform,50,197,0.28,7
constrained,50,197,1.0,8
uniform,50,198,0.2,6
constrained,50,198,1.0,8
uniform,50,199,0.22,7
constrained,50,199,1.0,8
uniform,100,0,0.23,8
constrained,100,0,1.0,8
uniform,100,1,0.29,8
constrained,100,1,1.0,8
uniform,100,2,0.19,8
constrained,100,2,1.0,8
uniform,100,3,0.26,7
constrained,100,3,1.0,8
uniform,100,4,0.31,8
constrained,100,4,1.0,8
uniform,100,5,0.2,8
constrained,100,5,1.0,8
uniform,100,6,0.33,8
constrained,100,6,1.0,8
uniform,100,7,0.34,7
constrained,100,7,1.0,8
uniform,100,8,0.26,8
constrained,100,8,1.0,8
uniform,100,9,0.31,8
constrained,100,9,1.0,8
uniform,100,10,0.29,7
constrained,100,10,1.0,8
uniform,100,11,0.24,8
constrained,100,11,1.0,8
uniform,100,12,0.19,7
constrained,100,12,1.0,8
uniform,100,13,0.28,8
constrained,100,13,1.0,8
uniform,100,14,0.33,8
constrained,100,14,1.0,8
uniform,100,15,0.3,6
constrained,100,15,1.0,8
uniform,100,16,0.27,8
constrained,100,16,1.0,8
uniform,100,17,0.26,8
constrained,100,17,1.0,8
uniform,100,18,0.25,8
constrained,100,18,1.0,8
uniform,100,19,0.25,8
constrained,100,19,1.0,8
uniform,100,20,0.29,8
constrained,100,20,1.0,8
uniform,100,21,0.26,8
constrained,100,21,1.0,8
uniform,100,22,0.23,8
constrained,100,22,1.0,8
uniform,100,23,0.19,7
constrained,100,23,1.0,8
uniform,100,24,0.21,7
constrained,100,24,1.0,8
uniform,100,25,0.25,7
constrained,100,25,1.0,8
uniform,100,26,0.23,8
constrained,100,26,1.0,8
uniform,100,27,0.26,8
constrained,100,27,1.0,8
uniform,100,28,0.33,8
constrained,100,28,1.0,8
uniform,100,29,0.23,8
constrained,100,29,1.0,8
uniform,100,30,0.37,7
constrained,100,30,1.0,8
uniform,100,31,0.19,7
constrained,100,31,1.0,8
uniform,100,32,0.31,8
constrained,100,32,1.0,8
uniform,100,33,0.27,8
constrained,100,33,1.0,8
uniform,100,34,0.28,8
constrained,100,34,1.0,8
uniform,100,35,0.21,7
constrained,100,35,1.0,8
uniform,100,36,0.26,8
constrained,100,36,1.0,8
uniform,100,37,0.24,8
constrained,100,37,1.0,8
uniform,100,38,0.29,8
constrained,100,38,1.0,8
uniform,100,39,0.33,8
constrained,100,39,1.0,8
uniform,100,40,0.24,8
constrained,100,40,1.0,8
uniform,100,41,0.32,7
constrained,100,41,1.0,8
uniform,100,42,0.2,7
constrained,100,42,1.0,8
uniform,100,43,0.22,8
constrained,100,43,1.0,8
uniform,100,44,0.27,8
constrained,100,44,1.0,8
uniform,100,45,0.22,8
constrained,100,45,1.0,8
uniform,100,46,0.22,7
constrained,100,46,1.0,8
uniform,100,47,0.3,7
constrained,100,47,1.0,8
uniform,100,48,0.2,7
constrained,100,48,1.0,8
uniform,100,49,0.27,8
constrained,100,49,1.0,8
uniform,100,50,0.34,8
constrained,100,50,1.0,8
uniform,100,51,0.27,8
constrained,100,51,1.0,8
uniform,100,52,0.24,8
constrained,100,52,1.0,8
uniform,100,53,0.3,8
constrained,100,53,1.0,8
uniform,100,54,0.24,8
constrained,100,54,1.0,8
uniform,100,55,0.24,7
constrained,100,55,1.0,8
uniform,100,56,0.27,8
constrained,100,56,1.0,8
uniform,100,57,0.27,8
constrained,100,57,1.0,8
uniform,100,58,0.27,8
constrained,100,58,1.0,8
uniform,100,59,0.27,8
constrained,100,59,1.0,8
uniform,100,60,0.32,8
constrained,100,60,1.0,8
uniform,100,61,0.25,7
constrained,100,61,1.0,8
uniform,100,62,0.26,8
constrained,100,62,1.0,8
uniform,100,63,0.25,7
constrained,100,63,1.0,8
uniform,100,64,0.3,8
constrained,100,64,1.0,8
uniform,100,65,0.25,7
constrained,100,65,1.0,8
uniform,100,66,0.25,8
constrained,100,66,1.0,8
uniform,100,67,0.3,8
constrained,100,67,1.0,8
uniform,100,68,0.27,8
constrained,100,68,1.0,8
uniform,100,69,0.19,8
constrained,100,69,1.0,8
uniform,100,70,0.27,8
constrained,100,70,1.0,8
uniform,100,71,0.33,8
constrained,100,71,1.0,8
uniform,100,72,0.26,8
constrained,100,72,1.0,8
uniform,100,73,0.29,8
constrained,100,73,1.0,8
uniform,100,74,0.2,7
constrained,100,74,1.0,8
uniform,100,75,0.3,8
constrained,100,75,1.0,8
uniform,100,76,0.24,8
constrained,100,76,1.0,8
uniform,100,77,0.2,8
constrained,100,77,1.0,8
uniform,100,78,0.3,8
constrained,100,78,1.0,8
uniform,100,79,0.24,8
constrained,100,79,1.0,8
uniform,100,80,0.29,8
constrained,100,80,1.0,8
uniform,100,81,0.21,7
constrained,100,81,1.0,8
uniform,100,82,0.28,8
constrained,100,82,1.0,8
uniform,100,83,0.35,8
constrained,100,83,1.0,8
uniform,100,84,0.28,7
constrained,100,84,1.0,8
uniform,100,85,0.22,8
constrained,100,85,1.0,8
uniform,100,86,0.26,8
constrained,100,86,1.0,8
uniform,100,87,0.25,8
constrained,100,87,1.0,8
uniform,100,88,0.26,8
constrained,100,88,1.0,8
uniform,100,89,0.3,8
constrained,100,89,1.0,8
uniform,100,90,0.23,8
constrained,100,90,1.0,8
uniform,100,91,0.31,8
constrained,100,91,1.0,8
uniform,100,92,0.26,8
constrained,100,92,1.0,8
uniform,100,93,0.21,8
constrained,100,93,1.0,8
uniform,100,94,0.27,8
constrained,100,94,1.0,8
uniform,100,95,0.18,7
constrained,100,95,1.0,8
uniform,100,96,0.29,8
constrained,100,96,1.0,8
uniform,100,97,0.29,8
constrained,100,97,1.0,8
uniform,100,98,0.23,7
constrained,100,98,1.0,8
uniform,100,99,0.31,7
constrained,100,99,1.0,8
uniform,100,100,0.25,8
constrained,100,100,1.0,8
uniform,100,101,0.23,8
constrained,100,101,1.0,8
uniform,100,102,0.26,8
constrained,100,102,1.0,8
uniform,100,103,0.23,8
constrained,100,103,1.0,8
uniform,100,104,0.27,8
constrained,100,104,1.0,8
uniform,100,105,0.2,8
constrained,100,105,1.0,8
uniform,100,106,0.29,7
constrained,100,106,1.0,8
uniform,100,107,0.27,8
constrained,100,107,1.0,8
uniform,100,108,0.25,8
constrained,100,108,1.0,8
uniform,100,109,0.22,8
constrained,100,109,1.0,8
uniform,100,110,0.3,8
constrained,100,110,1.0,8
uniform,100,111,0.31,8
constrained,100,111,1.0,8
uniform,100,112,0.19,8
constrained,100,112,1.0,8
uniform,100,113,0.26,8
constrained,100,113,1.0,8
uniform,100,114,0.26,7
constrained,100,114,1.0,8
uniform,100,115,0.23,8
constrained,100,115,1.0,8
uniform,100,116,0.21,8
constrained,100,116,1.0,8
uniform,100,117,0.26,8
constrained,100,117,1.0,8
uniform,100,118,0.18,8
constrained,100,118,1.0,8
uniform,100,119,0.27,8
constrained,100,119,1.0,8
uniform,100,120,0.22,8
constrained,100,120,1.0,8
uniform,100,121,0.28,8
constrained,100,121,1.0,8
uniform,100,122,0.32,8
constrained,100,122,1.0,8
uniform,100,123,0.24,7
constrained,100,123,1.0,8
uniform,100,124,0.21,8
constrained,100,124,1.0,8
uniform,100,125,0.27,8
constrained,100,125,1.0,8
uniform,100,126,0.24,8
constrained,100,126,1.0,8
uniform,100,127,0.3,8
constrained,100,127,1.0,8
uniform,100,128,0.35,8
constrained,100,128,1.0,8
uniform,100,129,0.21,8
constrained,100,129,1.0,8
uniform,100,130,0.29,8
constrained,100,130,1.0,8
uniform,100,131,0.29,8
constrained,100,131,1.0,8
uniform,100,132,0.22,8
constrained,100,132,1.0,8
uniform,100,133,0.27,7
constrained,100,133,1.0,8
uniform,100,134,0.3,7
constrained,100,134,1.0,8
uniform,100,135,0.23,8
constrained,100,135,1.0,8
uniform,100,136,0.28,8
constrained,100,136,1.0,8
uniform,100,137,0.32,8
constrained,100,137,1.0,8
uniform,100,138,0.19,7
constrained,100,138,1.0,8
uniform,100,139,0.16,7
constrained,100,139,1.0,8
uniform,100,140,0.25,7
constrained,100,140,1.0,8
uniform,100,141,0.33,8
constrained,100,141,1.0,8
uniform,100,142,0.2,7
constrained,100,142,1.0,8
uniform,100,143,0.18,8
constrained,100,143,1.0,8
uniform,100,144,0.3,8
constrained,100,144,1.0,8
uniform,100,145,0.31,8
constrained,100,145,1.0,8
uniform,100,146,0.33,8
constrained,100,146,1.0,8
uniform,100,147,0.28,8
constrained,100,147,1.0,8
uniform,100,148,0.3,8
constrained,100,148,1.0,8
uniform,100,149,0.23,8
constrained,100,149,1.0,8
uniform,100,150,0.27,8
constrained,100,150,1.0,8
uniform,100,151,0.27,7
constrained,100,151,1.0,8
uniform,100,152,0.27,7
constrained,100,152,1.0,8
uniform,100,153,0.29,8
constrained,100,153,1.0,8
uniform,100,154,0.29,8
constrained,100,154,1.0,8
uniform,100,155,0.17,6
constrained,100,155,1.0,8
uniform,100,156,0.26,8
constrained,100,156,1.0,8
uniform,100,157,0.35,8
constrained,100,157,1.0,8
uniform,100,158,0.36,8
constrained,100,158,1.0,8
uniform,100,159,0.27,7
constrained,100,159,1.0,8
uniform,100,160,0.26,8
constrained,100,160,1.0,8
uniform,100,161,0.36,8
constrained,100,161,1.0,8
uniform,100,162,0.23,7
constrained,100,162,1.0,8
uniform,100,163,0.28,8
constrained,100,163,1.0,8
uniform,100,164,0.25,8
constrained,100,164,1.0,8
uniform,100,165,0.29,6
constrained,100,165,1.0,8
uniform,100,166,0.23,8
constrained,100,166,1.0,8
uniform,100,167,0.26,8
constrained,100,167,1.0,8
uniform,100,168,0.28,7
constrained,100,168,1.0,8
uniform,100,169,0.26,8
constrained,100,169,1.0,8
uniform,100,170,0.2,7
constrained,100,170,1.0,8
uniform,100,171,0.24,8
constrained,100,171,1.0,8
uniform,100,172,0.28,8
constrained,100,172,1.0,8
uniform,100,173,0.22,8
constrained,100,173,1.0,8
uniform,100,174,0.31,8
constrained,100,174,1.0,8
uniform,100,175,0.25,8
constrained,100,175,1.0,8
uniform,100,176,0.23,8
constrained,100,176,1.0,8
uniform,100,177,0.24,8
constrained,100,177,1.0,8
uniform,100,178,0.23,8
constrained,100,178,1.0,8
uniform,100,179,0.24,8
constrained,100,179,1.0,8
uniform,100,180,0.27,8
constrained,100,180,1.0,8
uniform,100,181,0.24,8
constrained,100,181,1.0,8
uniform,100,182,0.29,8
constrained,100,182,1.0,8
uniform,100,183,0.25,8
constrained,100,183,1.0,8
uniform,100,184,0.26,6
constrained,100,184,1.0,8
uniform,100,185,0.24,8
constrained,100,185,1.0,8
uniform,100,186,0.27,8
constrained,100,186,1.0,8
uniform,100,187,0.24,7
constrained,100,187,1.0,8
uniform,100,188,0.27,8
constrained,100,188,1.0,8
uniform,100,189,0.27,8
constrained,100,189,1.0,8
uniform,100,190,0.37,8
constrained,100,190,1.0,8
uniform,100,191,0.24,8
constrained,100,191,1.0,8
uniform,100,192,0.28,8
constrained,100,192,1.0,8
uniform,100,193,0.26,7
constrained,100,193,1.0,8
uniform,100,194,0.27,8
constrained,100,194,1.0,8
uniform,100,195,0.27,7
constrained,100,195,1.0,8
uniform,100,196,0.33,8
constrained,100,196,1.0,8
uniform,100,197,0.29,8
constrained,100,197,1.0,8
uniform,100,198,0.19,7
constrained,100,198,1.0,8
uniform,100,199,0.24,8
constrained,100,199,1.0,8
uniform,250,0,0.264,8
constrained,250,0,1.0,8
uniform,250,1,0.244,8
constrained,250,1,1.0,8
uniform,250,2,0.292,8
constrained,250,2,1.0,8
uniform,250,3,0.26,8
constrained,250,3,1.0,8
uniform,250,4,0.264,8
constrained,250,4,1.0,8
uniform,250,5,0.252,8
constrained,250,5,1.0,8
uniform,250,6,0.284,8
constrained,250,6,1.0,8
uniform,250,7,0.24,8
constrained,250,7,1.0,8
uniform,250,8,0.288,8
constrained,250,8,1.0,8
uniform,250,9,0.24,8
constrained,250,9,1.0,8
uniform,250,10,0.268,8
constrained,250,10,1.0,8
uniform,250,11,0.256,8
constrained,250,11,1.0,8
uniform,250,12,0.276,8
constrained,250,12,1.0,8
uniform,250,13,0.256,8
constrained,250,13,1.0,8
uniform,250,14,0.236,8
constrained,250,14,1.0,8
uniform,250,15,0.248,8
constrained,250,15,1.0,8
uniform,250,16,0.264,8
constrained,250,16,1.0,8
uniform,250,17,0.284,8
constrained,250,17,1.0,8
uniform,250,18,0.236,8
constrained,250,18,1.0,8
uniform,250,19,0.304,8
constrained,250,19,1.0,8
uniform,250,20,0.316,8
constrained,250,20,1.0,8
uniform,250,21,0.284,8
constrained,250,21,1.0,8
uniform,250,22,0.244,8
constrained,250,22,1.0,8
uniform,250,23,0.268,8
constrained,250,23,1.0,8
uniform,250,24,0.24,8
constrained,250,24,1.0,8
uniform,250,25,0.228,8
constrained,250,25,1.0,8
uniform,250,26,0.272,8
constrained,250,26,1.0,8
uniform,250,27,0.224,8
constrained,250,27,1.0,8
uniform,250,28,0.268,8
constrained,250,28,1.0,8
uniform,250,29,0.26,8
constrained,250,29,1.0,8
uniform,250,30,0.292,8
constrained,250,30,1.0,8
uniform,250,31,0.284,8
constrained,250,31,1.0,8
uniform,250,32,0.256,8
constrained,250,32,1.0,8
uniform,250,33,0.232,8
constrained,250,33,1.0,8
uniform,250,34,0.228,8
constrained,250,34,1.0,8
uniform,250,35,0.264,8
constrained,250,35,1.0,8
uniform,250,36,0.32,8
constrained,250,36,1.0,8
uniform,250,37,0.244,8
constrained,250,37,1.0,8
uniform,250,38,0.22,8
constrained,250,38,1.0,8
uniform,250,39,0.28,8
constrained,250,39,1.0,8
uniform,250,40,0.228,8
constrained,250,40,1.0,8
uniform,250,41,0.236,8
constrained,250,41,1.0,8
uniform,250,42,0.26,8
constrained,250,42,1.0,8
uniform,250,43,0.24,8
constrained,250,43,1.0,8
uniform,250,44,0.232,8
constrained,250,44,1.0,8
uniform,250,45,0.236,8
constrained,250,45,1.0,8
uniform,250,46,0.284,8
constrained,250,46,1.0,8
uniform,250,47,0.304,8
constrained,250,47,1.0,8
uniform,250,48,0.296,8
constrained,250,48,1.0,8
uniform,250,49,0.26,8
constrained,250,49,1.0,8
uniform,250,50,0.276,8
constrained,250,50,1.0,8
uniform,250,51,0.26,8
constrained,250,51,1.0,8
uniform,250,52,0.212,8
constrained,250,52,1.0,8
uniform,250,53,0.248,8
constrained,250,53,1.0,8
uniform,250,54,0.256,8
constrained,250,54,1.0,8
uniform,250,55,0.252,8
constrained,250,55,1.0,8
uniform,250,56,0.232,8
constrained,250,56,1.0,8
uniform,250,57,0.232,8
constrained,250,57,1.0,8
uniform,250,58,0.268,8
constrained,250,58,1.0,8
uniform,250,59,0.224,8
constrained,250,59,1.0,8
uniform,250,60,0.332,8
constrained,250,60,1.0,8
uniform,250,61,0.232,8
constrained,250,61,1.0,8
uniform,250,62,0.28,8
constrained,250,62,1.0,8
uniform,250,63,0.26,8
constrained,250,63,1.0,8
uniform,250,64,0.28,8
constrained,250,64,1.0,8
uniform,250,65,0.228,8
constrained,250,65,1.0,8
uniform,250,66,0.248,8
constrained,250,66,1.0,8
uniform,250,67,0.252,8
constrained,250,67,1.0,8
uniform,250,68,0.268,8
constrained,250,68,1.0,8
uniform,250,69,0.288,8
constrained,250,69,1.0,8
uniform,250,70,0.256,8
constrained,250,70,1.0,8
uniform,250,71,0.264,8
constrained,250,71,1.0,8
uniform,250,72,0.296,8
constrained,250,72,1.0,8
uniform,250,73,0.284,8
constrained,250,73,1.0,8
uniform,250,74,0.284,8
constrained,250,74,1.0,8
uniform,250,75,0.244,8
constrained,250,75,1.0,8
uniform,250,76,0.272,8
constrained,250,76,1.0,8
uniform,250,77,0.288,8
constrained,250,77,1.0,8
uniform,250,78,0.236,8
constrained,250,78,1.0,8
uniform,250,79,0.26,8
constrained,250,79,1.0,8
uniform,250,80,0.236,8
constrained,250,80,1.0,8
uniform,250,81,0.304,8
constrained,250,81,1.0,8
uniform,250,82,0.248,8
constrained,250,82,1.0,8
uniform,250,83,0.276,8
constrained,250,83,1.0,8
uniform,250,84,0.252,8
constrained,250,84,1.0,8
uniform,250,85,0.284,8
constrained,250,85,1.0,8
uniform,250,86,0.3,8
constrained,250,86,1.0,8
uniform,250,87,0.256,8
constrained,250,87,1.0,8
uniform,250,88,0.304,8
constrained,250,88,1.0,8
uniform,250,89,0.26,8
constrained,250,89,1.0,8
uniform,250,90,0.252,8
constrained,250,90,1.0,8
uniform,250,91,0.296,7
constrained,250,91,1.0,8
uniform,250,92,0.284,8
constrained,250,92,1.0,8
uniform,250,93,0.268,8
constrained,250,93,1.0,8
uniform,250,94,0.284,8
constrained,250,94,1.0,8
uniform,250,95,0.264,8
constrained,250,95,1.0,8
uniform,250,96,0.232,8
constrained,250,96,1.0,8
uniform,250,97,0.264,8
constrained,250,97,1.0,8
uniform,250,98,0.284,8
constrained,250,98,1.0,8
uniform,250,99,0.244,8
constrained,250,99,1.0,8
uniform,250,100,0.264,8
constrained,250,100,1.0,8
uniform,250,101,0.268,8
constrained,250,101,1.0,8
uniform,250,102,0.284,8
constrained,250,102,1.0,8
uniform,250,103,0.32,8
constrained,250,103,1.0,8
uniform,250,104,0.244,8
constrained,250,104,1.0,8
uniform,250,105,0.288,8
constrained,250,105,1.0,8
uniform,250,106,0.232,8
constrained,250,106,1.0,8
uniform,250,107,0.304,8
constrained,250,107,1.0,8
uniform,250,108,0.284,8
constrained,250,108,1.0,8
uniform,250,109,0.256,8
constrained,250,109,1.0,8
uniform,250,110,0.252,8
constrained,250,110,1.0,8
uniform,250,111,0.328,8
constrained,250,111,1.0,8
uniform,250,112,0.248,8
constrained,250,112,1.0,8
uniform,250,113,0.264,8
constrained,250,113,1.0,8
uniform,250,114,0.292,8
constrained,250,114,1.0,8
uniform,250,115,0.288,8
constrained,250,115,1.0,8
uniform,250,116,0.24,8
constrained,250,116,1.0,8
uniform,250,117,0.264,8
constrained,250,117,1.0,8
uniform,250,118,0.28,8
constrained,250,118,1.0,8
uniform,250,119,0.304,8
constrained,250,119,1.0,8
uniform,250,120,0.284,8
constrained,250,120,1.0,8
uniform,250,121,0.3,8
constrained,250,121,1.0,8
uniform,250,122,0.268,8
constrained,250,122,1.0,8
uniform,250,123,0.288,8
constrained,250,123,1.0,8
uniform,250,124,0.272,8
constrained,250,124,1.0,8
uniform,250,125,0.272,8
constrained,250,125,1.0,8
uniform,250,126,0.264,8
constrained,250,126,1.0,8
uniform,250,127,0.252,8
constrained,250,127,1.0,8
uniform,250,128,0.236,8
constrained,250,128,1.0,8
uniform,250,129,0.26,8
constrained,250,129,1.0,8
uniform,250,130,0.252,8
constrained,250,130,1.0,8
uniform,250,131,0.312,8
constrained,250,131,1.0,8
uniform,250,132,0.252,8
constrained,250,132,1.0,8
uniform,250,133,0.324,8
constrained,250,133,1.0,8
uniform,250,134,0.324,8
constrained,250,134,1.0,8
uniform,250,135,0.276,8
constrained,250,135,1.0,8
uniform,250,136,0.28,8
constrained,250,136,1.0,8
uniform,250,137,0.264,8
constrained,250,137,1.0,8
uniform,250,138,0.312,8
constrained,250,138,1.0,8
uniform,250,139,0.288,8
constrained,250,139,1.0,8
uniform,250,140,0.276,8
constrained,250,140,1.0,8
uniform,250,141,0.256,8
constrained,250,141,1.0,8
uniform,250,142,0.244,8
constrained,250,142,1.0,8
uniform,250,143,0.288,8
constrained,250,143,1.0,8
uniform,250,144,0.232,8
constrained,250,144,1.0,8
uniform,250,145,0.252,8
constrained,250,145,1.0,8
uniform,250,146,0.268,8
constrained,250,146,1.0,8
uniform,250,147,0.248,8
constrained,250,147,1.0,8
uniform,250,148,0.296,8
constrained,250,148,1.0,8
uniform,250,149,0.26,8
constrained,250,149,1.0,8
uniform,250,150,0.276,8
constrained,250,150,1.0,8
uniform,250,151,0.228,8
constrained,250,151,1.0,8
uniform,250,152,0.268,8
constrained,250,152,1.0,8
uniform,250,153,0.228,8
constrained,250,153,1.0,8
uniform,250,154,0.304,8
constrained,250,154,1.0,8
uniform,250,155,0.312,8
constrained,250,155,1.0,8
uniform,250,156,0.232,8
constrained,250,156,1.0,8
uniform,250,157,0.324,8
constrained,250,157,1.0,8
uniform,250,158,0.264,8
constrained,250,158,1.0,8
uniform,250,159,0.304,8
constrained,250,159,1.0,8
uniform,250,160,0.24,8
constrained,250,160,1.0,8
uniform,250,161,0.284,8
constrained,250,161,1.0,8
uniform,250,162,0.244,8
constrained,250,162,1.0,8
uniform,250,163,0.272,8
constrained,250,163,1.0,8
uniform,250,164,0.268,8
constrained,250,164,1.0,8
uniform,250,165,0.272,8
constrained,250,165,1.0,8
uniform,250,166,0.272,8
constrained,250,166,1.0,8
uniform,250,167,0.312,8
constrained,250,167,1.0,8
uniform,250,168,0.268,8
constrained,250,168,1.0,8
uniform,250,169,0.252,8
constrained,250,169,1.0,8
uniform,250,170,0.232,8
constrained,250,170,1.0,8
uniform,250,171,0.3,8
constrained,250,171,1.0,8
uniform,250,172,0.316,8
constrained,250,172,1.0,8
uniform,250,173,0.248,8
constrained,250,173,1.0,8
uniform,250,174,0.296,8
constrained,250,174,1.0,8
uniform,250,175,0.256,8
constrained,250,175,1.0,8
uniform,250,176,0.252,8
constrained,250,176,1.0,8
uniform,250,177,0.232,8
constrained,250,177,1.0,8
uniform,250,178,0.272,8
constrained,250,178,1.0,8
uniform,250,179,0.248,8
constrained,250,179,1.0,8
uniform,250,180,0.264,8
constrained,250,180,1.0,8
uniform,250,181,0.268,8
constrained,250,181,1.0,8
uniform,250,182,0.312,8
constrained,250,182,1.0,8
uniform,250,183,0.248,8
constrained,250,183,1.0,8
uniform,250,184,0.256,8
constrained,250,184,1.0,8
uniform,250,185,0.224,8
constrained,250,185,1.0,8
uniform,250,186,0.284,8
constrained,250,186,1.0,8
uniform,250,187,0.264,8
constrained,250,187,1.0,8
uniform,250,188,0.272,8
constrained,250,188,1.0,8
uniform,250,189,0.252,8
constrained,250,189,1.0,8
uniform,250,190,0.288,8
constrained,250,190,1.0,8
uniform,250,191,0.32,8
constrained,250,191,1.0,8
uniform,250,192,0.244,8
constrained,250,192,1.0,8
uniform,250,193,0.24,8
constrained,250,193,1.0,8
