angle_deg,cosine,structure_quality_proxy,phase_locked_by_angle
0.0,1.0,1.0,True
0.18036072144288579,0.9999950454033061,0.9999900908311602,True
0.36072144288577157,0.9999801816623203,0.999960363717407,True
0.5410821643286574,0.9999554089243304,0.9999108198370249,True
0.7214428857715431,0.9999207274348142,0.9998414611537679,True
0.9018036072144289,0.9998761375374373,0.9997522904167843,True
1.0821643286573148,0.9998216396740497,0.9996433111605052,True
1.2625250501002006,0.9997572343846811,0.9995145277045062,True
1.4428857715430863,0.9996829223075361,0.9993659451533352,True
1.623246492985972,0.9995987041789873,0.9991975693963107,True
1.8036072144288577,0.9995045808335686,0.9990094071072877,True
1.9839679358717437,0.9994005532039664,0.998801465744394,True
2.1643286573146296,0.9992866223210104,0.9985737535497337,True
2.3446893787575154,0.999162789313664,0.9983262795490613,True
2.525050100200401,0.9990290554090123,0.9980590535514234,True
2.705410821643287,0.9988854219322504,0.9977720861487699,True
2.8857715430861726,0.9987318903066703,0.9974653887155349,True
3.0661322645290583,0.9985684620536465,0.9971389734081848,True
3.246492985971944,0.9983951387926212,0.9967928531647373,True
3.4268537074148298,0.998211922241088,0.9964270417042479,True
3.6072144288577155,0.9980188142145753,0.9960415535262669,True
3.7875751503006017,0.9978158166266278,0.9956364039102641,True
3.9679358717434874,0.9976029314887879,0.9952116089150231,True
4.148296593186373,0.9973801609105755,0.9947671853780055,True
4.328657314629259,0.9971475070994674,0.9943031509146825,True
4.509018036072145,0.9969049723608752,0.9938195239178372,True
4.689378757515031,0.9966525590981226,0.9933163235568366,True
4.869739478957916,0.9963902698124213,0.9927935697768697,True
5.050100200400802,0.9961181071028467,0.9922512832981583,True
5.2304609218436875,0.9958360736663117,0.9916894856151357,True
5.410821643286574,0.9955441722975399,0.9911081989955938,True
5.591182364729459,0.9952424058890388,0.9905074464798023,True
5.771543086172345,0.99493077743107,0.9898872518795933,True
5.951903807615231,0.9946092900116199,0.9892476397774186,True
6.132264529058117,0.9942779468163697,0.9885886355253757,True
6.312625250501003,0.9939367511286633,0.9879102652442023,True
6.492985971943888,0.9935857063294746,0.987212555822241,True
6.673346693386774,0.9932248158973744,0.9864955349143734,True
6.8537074148296595,0.9928540834084959,0.9857592309409245,True
7.034068136272546,0.992473512536499,0.9850036730865361,True
7.214428857715431,0.992083107052534,0.9842288912990096,True
7.394789579158317,0.9916828708252043,0.983434916288119,True
7.575150300601203,0.9912728078205282,0.9826217795243938,True
7.755511022044089,0.9908529221018992,0.9817895132378724,True
7.935871743486975,0.9904232178300463,0.9809381504168233,True
8.11623246492986,0.989983699262992,0.9800677248064382,True
8.296593186372746,0.9895343707560108,0.9791782709074942,True
8.476953907815632,0.9890752367615859,0.9782698239749873,True
8.657314629258519,0.9886063018293647,0.977342420016733,True
8.837675350701403,0.9881275706061142,0.9763960957919412,True
9.01803607214429,0.9876390478356747,0.9754308888097581,True
9.198396793587175,0.9871407383589128,0.9744468373277796,True
9.378757515030061,0.9866326471136735,0.9734439803505346,True
9.559118236472946,0.986114779134731,0.9724223576279393,True
9.739478957915832,0.9855871395537396,0.9713820096537225,True
9.919839679358718,0.9850497335991816,0.9703229776638186,True
10.100200400801604,0.9845025665963166,0.9692453036347348,True
10.28056112224449,0.9839456439671286,0.9681490302818874,True
10.460921843687375,0.9833789712302712,0.9670342010579065,True
10.641282565130261,0.9828025540010144,0.9659008601509167,True
10.821643286573147,0.9822163979911878,0.9647490524827833,True
11.002004008016034,0.9816205090091248,0.9635788237073333,True
11.182364729458918,0.9810148929596045,0.9623902202085444,True
11.362725450901804,0.9803995558437935,0.9611832890987075,True
11.54308617234469,0.9797745037591863,0.9599580782165598,True
11.723446893787576,0.9791397428995448,0.9587146361253865,True
11.903807615230463,0.9784952795548371,0.9574530121110987,True
12.084168336673347,0.9778411201111752,0.9561732561802777,True
12.264529058116233,0.9771772710507515,0.9548754190581938,True
12.44488977955912,0.9765037389517748,0.9535595521867959,True
12.625250501002006,0.9758205304884047,0.9522257077226715,True
12.80561122244489,0.9751276524306862,0.9508739385349811,True
12.985971943887776,0.9744251116444819,0.9495042982033609,True
13.166332665330662,0.9737129150914043,0.9481168410158004,True
13.346693386773548,0.9729910698287468,0.9467116219664893,True
13.527054108216435,0.9722595830094136,0.9452886967536388,True
13.707414829659319,0.9715184618818493,0.9438481217772743,True
13.887775551102205,0.9707677137899662,0.9423899541369977,True
14.068136272545091,0.9700073461730725,0.9409142516297269,True
14.248496993987978,0.9692373665657978,0.9394210727474028,True
14.428857715430862,0.9684577825980192,0.9379104766746722,True
14.609218436873748,0.9676686019947848,0.9363825232865411,True
14.789579158316634,0.9668698325762378,0.9348372731460022,True
14.96993987975952,0.966061482257539,0.9332747875016333,True
15.150300601202407,0.9652435590487878,0.9316951282851706,True
15.330661322645291,0.9644160710549436,0.9300983581090541,True
15.511022044088177,0.963579026475745,0.9284845402639444,True
15.691382765531063,0.9627324336056285,0.926853738716216,True
15.87174348697395,0.9618763008336466,0.9252060181054198,True
16.052104208416836,0.9610106366433846,0.9235414437417234,True
16.23246492985972,0.9601354496128762,0.92186008160332,True
16.412825651302608,0.9592507484145192,0.9201619983338152,True
16.593186372745492,0.9583565418149885,0.9184472612395839,True
16.773547094188377,0.9574528386751505,0.9167159382871038,True
16.953907815631265,0.9565396479499743,0.9149680981002607,True
17.13426853707415,0.9556169786884434,0.913203809957629,True
17.314629258517037,0.9546848400334659,0.9114231437897243,True
17.49498997995992,0.9537432412217841,0.9096261701762343,True
17.675350701402806,0.9527921915838826,0.9078129603432181,True
17.855711422845694,0.9518317005438962,0.9059835861602853,True
18.03607214428858,0.9508617776195164,0.9041381201377466,True
18.216432865731463,0.9498824324218971,0.9022766354237398,True
18.39679358717435,0.9488936746555592,0.9003992058013301,True
18.577154308617235,0.9478955141182945,0.8985059056855859,True
18.757515030060123,0.946887960701069,0.8965968101206291,True
